Timestamp,Household_ID,Electricity_Usage_kWh,Temperature,Humidity,Weather_Condition,Peak_Load,Appliance_Usage,Midnight_Usage,Usage_Pattern,Sudden_Spike_Flag,Continuous_Load_Flag,Weather_Mismatch_Flag,Anomaly_Type,Anomaly_Status,Predicted_Energy_Usage,AI_Recommendation
23/01/25 0:00,HH_1113,5.75,38.8,37,Rainy,1,11,3.83,High Evening Usage,0,0,0,None,Normal,6.56,No action required
23/01/25 3:00,HH_1146,10.85,26.4,47,Windy,1,6,1.81,Weekend Peak,0,0,1,Power Theft,Critical,12.59,Inspect wiring and meter
23/01/25 6:00,HH_1034,15.34,24,75,Cloudy,1,9,0.94,Weekend Peak,1,1,1,Power Theft,Warning,15.66,Schedule heavy appliances during off-peak hours
23/01/25 9:00,HH_1072,9.55,34.7,86,Cloudy,1,7,3.53,Normal,1,1,0,Continuous Overload,Warning,11.37,Optimize AC temperature settings
23/01/25 12:00,HH_1127,7.74,24.4,83,Cloudy,0,11,5.13,Weekend Peak,0,0,0,None,Normal,8.42,No action required
23/01/25 15:00,HH_1118,9.34,18.4,89,Rainy,0,8,1.29,High Evening Usage,1,0,1,Power Theft,Critical,9.11,Check faulty appliances
23/01/25 18:00,HH_1043,13.75,19.2,70,Cloudy,0,8,3.97,Normal,0,0,1,Power Theft,Warning,14.82,Schedule heavy appliances during off-peak hours
23/01/25 21:00,HH_1114,15.17,18.2,74,Cloudy,1,4,2.92,High Evening Usage,1,0,0,Power Theft,Critical,15.33,Check faulty appliances
24/01/25 0:00,HH_1036,12.44,27.2,82,Rainy,0,3,3.23,Normal,0,1,1,Appliance Fault,Warning,14.63,Schedule heavy appliances during off-peak hours
24/01/25 3:00,HH_1114,4.67,38.6,35,Sunny,0,11,4.41,Weekend Peak,1,1,0,Appliance Fault,Critical,5.11,Inspect wiring and meter
24/01/25 6:00,HH_1142,6.92,32.4,76,Windy,0,12,5.27,High Evening Usage,0,1,1,Power Theft,Warning,7.26,Optimize AC temperature settings
24/01/25 9:00,HH_1062,10.69,30,68,Sunny,0,7,5.61,High Evening Usage,1,1,1,Appliance Fault,Critical,12.68,Inspect wiring and meter
24/01/25 12:00,HH_1005,5.84,32.1,30,Cloudy,0,8,3.09,Low Consumption,1,1,1,Power Theft,Warning,5.74,Use energy-efficient devices
24/01/25 15:00,HH_1021,10.81,30.3,43,Rainy,1,11,3.84,Normal,1,1,0,Power Theft,Warning,10.01,Use energy-efficient devices
24/01/25 18:00,HH_1030,7.29,28.9,68,Sunny,0,3,0.17,High Evening Usage,0,0,1,Unexpected Spike,Critical,6.93,Inspect wiring and meter
24/01/25 21:00,HH_1069,7.69,35.6,37,Sunny,1,6,3.19,Weekend Peak,0,1,1,Unexpected Spike,Warning,8.07,Schedule heavy appliances during off-peak hours
25/01/25 0:00,HH_1043,16.36,26.8,46,Sunny,0,5,4.47,Normal,0,0,0,None,Normal,14.95,No action required
25/01/25 3:00,HH_1094,16.93,27.2,39,Rainy,0,10,4.84,Work From Home,0,1,0,Continuous Overload,Critical,16.61,Inspect wiring and meter
25/01/25 6:00,HH_1147,5.28,26.9,62,Sunny,0,8,0.51,Work From Home,1,1,1,Power Theft,Critical,4.76,Inspect wiring and meter
25/01/25 9:00,HH_1075,6.26,31.5,49,Windy,1,11,5.83,High Evening Usage,0,0,0,None,Normal,7.39,No action required
25/01/25 12:00,HH_1007,17.24,23.6,52,Sunny,0,12,2.32,Weekend Peak,0,0,0,None,Normal,17.69,No action required
25/01/25 15:00,HH_1016,3.94,41.3,39,Cloudy,0,10,2.54,Weekend Peak,1,0,0,Appliance Fault,Critical,3.63,Reduce peak hour usage
25/01/25 18:00,HH_1016,7.02,28.4,38,Rainy,1,8,4.23,Weekend Peak,1,1,1,Appliance Fault,Warning,8.31,Optimize AC temperature settings
25/01/25 21:00,HH_1150,9.47,20.6,36,Rainy,1,8,0.81,Weekend Peak,0,1,1,Continuous Overload,Critical,10.94,Inspect wiring and meter
26/01/25 0:00,HH_1041,3.13,37.4,49,Windy,1,4,0.64,High Evening Usage,1,1,0,Unexpected Spike,Critical,3.59,Inspect wiring and meter
26/01/25 3:00,HH_1008,11.12,40.9,84,Stormy,0,3,2.83,High Evening Usage,0,0,0,None,Normal,12.78,No action required
26/01/25 6:00,HH_1057,8.27,21.1,82,Stormy,0,11,3.56,Normal,0,0,0,None,Normal,9.68,No action required
26/01/25 9:00,HH_1114,4.4,37.4,35,Cloudy,1,2,1.09,Low Consumption,1,1,1,Power Theft,Critical,4.86,Inspect wiring and meter
26/01/25 12:00,HH_1091,6.84,23.2,41,Cloudy,0,2,3.72,Low Consumption,0,1,1,Continuous Overload,Critical,6.28,Check faulty appliances
26/01/25 15:00,HH_1099,6.36,21.3,42,Windy,0,8,4.71,Weekend Peak,1,1,1,Unexpected Spike,Critical,6.24,Inspect wiring and meter
26/01/25 18:00,HH_1082,3.41,32.3,31,Cloudy,1,10,2.21,Low Consumption,0,0,0,None,Normal,3.32,No action required
26/01/25 21:00,HH_1062,14.34,24.4,82,Sunny,0,11,5.09,Work From Home,1,0,0,Appliance Fault,Critical,16.37,Reduce peak hour usage
27/01/25 0:00,HH_1092,17.19,39.9,31,Cloudy,0,11,5.7,Work From Home,1,0,1,Power Theft,Warning,15.76,Schedule heavy appliances during off-peak hours
27/01/25 3:00,HH_1057,7.64,18.5,60,Sunny,0,4,2.11,High Evening Usage,1,0,0,Appliance Fault,Warning,8.65,Schedule heavy appliances during off-peak hours
27/01/25 6:00,HH_1094,11.58,41.1,53,Stormy,1,6,2,High Evening Usage,1,1,1,Appliance Fault,Critical,11.2,Reduce peak hour usage
27/01/25 9:00,HH_1045,4.47,27.1,76,Cloudy,0,11,2.41,Low Consumption,0,0,1,Appliance Fault,Warning,5.28,Optimize AC temperature settings
27/01/25 12:00,HH_1085,17.73,35.9,45,Cloudy,0,12,5.32,Normal,1,1,0,Unexpected Spike,Warning,17.28,Optimize AC temperature settings
27/01/25 15:00,HH_1090,3.25,24.2,36,Sunny,1,8,5.82,Work From Home,1,1,1,Continuous Overload,Warning,3.73,Schedule heavy appliances during off-peak hours
27/01/25 18:00,HH_1058,7.07,21.9,34,Sunny,1,6,5.71,Normal,1,0,1,Appliance Fault,Warning,7.52,Optimize AC temperature settings
27/01/25 21:00,HH_1087,13.42,32.3,69,Stormy,1,12,1.07,Work From Home,0,0,0,None,Normal,13.41,No action required
28/01/25 0:00,HH_1049,6.61,27.8,65,Windy,1,6,1.5,Normal,1,1,0,Power Theft,Critical,5.96,Inspect wiring and meter
28/01/25 3:00,HH_1076,9.95,37.8,70,Windy,0,2,1.32,Weekend Peak,0,1,0,Unexpected Spike,Critical,10.36,Reduce peak hour usage
28/01/25 6:00,HH_1068,5.37,20.2,64,Stormy,1,7,1.2,Normal,1,1,1,Unexpected Spike,Warning,6.18,Schedule heavy appliances during off-peak hours
28/01/25 9:00,HH_1016,3.83,21.6,74,Sunny,1,10,2.54,Low Consumption,0,0,1,Continuous Overload,Critical,4.11,Inspect wiring and meter
28/01/25 12:00,HH_1122,10.28,25.2,55,Sunny,0,3,5.7,Work From Home,0,0,0,None,Normal,11.75,No action required
28/01/25 15:00,HH_1033,5.63,19,35,Stormy,0,11,1.62,Normal,0,1,1,Unexpected Spike,Critical,5.94,Inspect wiring and meter
28/01/25 18:00,HH_1134,4.82,36.8,37,Stormy,0,3,3.42,Normal,1,1,1,Unexpected Spike,Critical,5.28,Reduce peak hour usage
28/01/25 21:00,HH_1122,4.73,18.9,47,Stormy,1,2,2.44,Weekend Peak,0,0,1,Unexpected Spike,Critical,4.29,Check faulty appliances
29/01/25 0:00,HH_1080,17.57,24.7,61,Sunny,0,4,1.87,Work From Home,1,1,1,Power Theft,Warning,18.14,Use energy-efficient devices
29/01/25 3:00,HH_1125,15.23,36.2,85,Cloudy,0,3,1.94,Low Consumption,1,0,0,Appliance Fault,Warning,17.71,Optimize AC temperature settings
29/01/25 6:00,HH_1015,16.73,24,59,Sunny,0,6,2.27,Work From Home,1,0,0,Appliance Fault,Critical,17.51,Check faulty appliances
29/01/25 9:00,HH_1046,11.05,41.1,60,Windy,1,4,5.04,Weekend Peak,0,1,0,Continuous Overload,Warning,10.49,Schedule heavy appliances during off-peak hours
29/01/25 12:00,HH_1055,13,38.6,71,Rainy,1,12,2.52,Normal,0,1,0,Appliance Fault,Warning,12.57,Schedule heavy appliances during off-peak hours
29/01/25 15:00,HH_1079,9.07,35.1,75,Cloudy,1,7,2.81,High Evening Usage,1,1,1,Power Theft,Warning,9.55,Schedule heavy appliances during off-peak hours
29/01/25 18:00,HH_1096,6.88,31.5,68,Windy,0,9,0.48,Weekend Peak,1,1,1,Unexpected Spike,Warning,6.5,Optimize AC temperature settings
29/01/25 21:00,HH_1015,8.76,37.3,81,Windy,1,12,0.93,Normal,1,1,1,Continuous Overload,Critical,8.9,Inspect wiring and meter
30/01/25 0:00,HH_1150,7.82,35,66,Rainy,0,12,3.25,Work From Home,1,1,0,Appliance Fault,Critical,7.27,Inspect wiring and meter
30/01/25 3:00,HH_1067,17.18,35.4,65,Rainy,1,12,0.63,Weekend Peak,0,1,1,Unexpected Spike,Critical,16.8,Check faulty appliances
30/01/25 6:00,HH_1119,15.93,38.4,60,Sunny,0,9,5.35,Low Consumption,0,1,1,Continuous Overload,Warning,18.5,Optimize AC temperature settings
30/01/25 9:00,HH_1036,17.8,41.8,51,Stormy,1,4,1.97,High Evening Usage,0,1,1,Appliance Fault,Critical,19.41,Inspect wiring and meter
30/01/25 12:00,HH_1116,11.43,24.6,78,Rainy,0,9,4.73,Normal,0,1,1,Continuous Overload,Critical,13.6,Check faulty appliances
30/01/25 15:00,HH_1002,17.23,18.9,42,Cloudy,1,10,1.22,Normal,0,0,1,Unexpected Spike,Warning,16.04,Schedule heavy appliances during off-peak hours
30/01/25 18:00,HH_1079,7.12,22,82,Sunny,1,9,4.39,Low Consumption,1,1,0,Unexpected Spike,Critical,7.18,Inspect wiring and meter
30/01/25 21:00,HH_1043,2.8,40.8,88,Stormy,0,4,1.35,Normal,0,0,1,Power Theft,Critical,3.26,Check faulty appliances
31/01/25 0:00,HH_1137,12.76,33,68,Sunny,0,2,4.17,Work From Home,1,1,0,Unexpected Spike,Critical,14.17,Inspect wiring and meter
31/01/25 3:00,HH_1003,12.77,25.2,72,Sunny,1,11,3.67,High Evening Usage,1,0,0,Unexpected Spike,Warning,14.5,Use energy-efficient devices
31/01/25 6:00,HH_1051,15.39,32.6,79,Cloudy,0,7,4.25,Weekend Peak,0,0,1,Appliance Fault,Critical,15.38,Inspect wiring and meter
31/01/25 9:00,HH_1004,15.45,34.1,88,Sunny,1,4,5.7,Low Consumption,0,0,1,Appliance Fault,Critical,18.49,Check faulty appliances
31/01/25 12:00,HH_1068,16.05,29.1,36,Rainy,1,7,4.83,Weekend Peak,1,0,0,Power Theft,Warning,18.55,Schedule heavy appliances during off-peak hours
31/01/25 15:00,HH_1044,17.3,25.9,87,Stormy,1,3,2.3,Weekend Peak,0,0,1,Continuous Overload,Critical,16.98,Check faulty appliances
31/01/25 18:00,HH_1123,4.25,37.2,71,Rainy,0,4,0.71,Low Consumption,1,1,0,Continuous Overload,Critical,4.6,Reduce peak hour usage
31/01/25 21:00,HH_1034,16.26,29.6,61,Sunny,1,2,0.47,Weekend Peak,0,0,1,Power Theft,Critical,17.86,Inspect wiring and meter
01/02/25 0:00,HH_1124,4.8,26.3,73,Stormy,0,2,3.9,High Evening Usage,1,1,0,Power Theft,Critical,4.78,Check faulty appliances
01/02/25 3:00,HH_1072,12.47,19.2,44,Windy,1,5,0.57,Work From Home,1,0,1,Continuous Overload,Critical,11.67,Check faulty appliances
01/02/25 6:00,HH_1005,11.14,20.5,56,Sunny,0,3,4.77,Low Consumption,1,0,1,Unexpected Spike,Critical,12.78,Inspect wiring and meter
01/02/25 9:00,HH_1117,11.8,26,79,Windy,1,9,0.77,High Evening Usage,0,1,1,Unexpected Spike,Critical,13.11,Inspect wiring and meter
01/02/25 12:00,HH_1043,4.16,29.8,82,Stormy,0,5,0.81,Work From Home,0,1,0,Unexpected Spike,Warning,4.69,Optimize AC temperature settings
01/02/25 15:00,HH_1032,12.71,36.5,58,Stormy,0,9,0.13,Normal,1,1,0,Appliance Fault,Warning,11.83,Schedule heavy appliances during off-peak hours
01/02/25 18:00,HH_1083,17.68,30.1,54,Stormy,0,6,2.45,Weekend Peak,1,1,0,Appliance Fault,Critical,19.11,Reduce peak hour usage
01/02/25 21:00,HH_1132,15.84,25.2,74,Windy,0,5,1.34,Weekend Peak,1,0,0,Unexpected Spike,Warning,17.87,Schedule heavy appliances during off-peak hours
02/02/25 0:00,HH_1123,12.95,32,90,Stormy,1,8,4.87,Low Consumption,0,0,1,Appliance Fault,Warning,14.26,Optimize AC temperature settings
02/02/25 3:00,HH_1069,13.09,36,40,Cloudy,0,2,4.17,Weekend Peak,0,0,1,Continuous Overload,Warning,14.2,Schedule heavy appliances during off-peak hours
02/02/25 6:00,HH_1144,8.53,38.8,77,Windy,1,12,0.38,Work From Home,1,1,1,Power Theft,Warning,9.58,Optimize AC temperature settings
02/02/25 9:00,HH_1114,14.2,37.9,88,Cloudy,0,5,1.84,High Evening Usage,0,0,0,None,Normal,15.91,No action required
02/02/25 12:00,HH_1031,11.13,27.1,57,Cloudy,0,4,3.55,Weekend Peak,0,1,1,Appliance Fault,Warning,10.53,Use energy-efficient devices
02/02/25 15:00,HH_1014,15.57,36.6,70,Windy,1,9,4.76,Low Consumption,1,0,1,Appliance Fault,Warning,16.44,Schedule heavy appliances during off-peak hours
02/02/25 18:00,HH_1041,3.93,28,64,Stormy,0,5,4.01,Weekend Peak,1,1,0,Continuous Overload,Warning,3.67,Use energy-efficient devices
02/02/25 21:00,HH_1115,16.74,23.8,71,Windy,0,2,4.13,Weekend Peak,1,0,1,Unexpected Spike,Critical,15.19,Reduce peak hour usage
03/02/25 0:00,HH_1096,10.05,30.3,62,Stormy,1,12,1.24,Low Consumption,0,0,0,None,Normal,11.97,No action required
03/02/25 3:00,HH_1138,5.77,30.8,70,Sunny,0,12,2.6,Normal,0,1,0,Appliance Fault,Warning,5.99,Use energy-efficient devices
03/02/25 6:00,HH_1010,14.81,20.1,33,Rainy,0,11,4.95,Weekend Peak,1,1,1,Continuous Overload,Critical,14.73,Check faulty appliances
03/02/25 9:00,HH_1031,3.48,30.8,71,Windy,0,3,2.21,Low Consumption,0,1,1,Power Theft,Critical,3.93,Check faulty appliances
03/02/25 12:00,HH_1098,9.85,27.5,72,Sunny,0,4,4.51,Low Consumption,1,0,1,Unexpected Spike,Warning,10.5,Schedule heavy appliances during off-peak hours
03/02/25 15:00,HH_1037,11.75,21,30,Windy,0,6,1.34,Weekend Peak,0,1,0,Appliance Fault,Warning,11.35,Use energy-efficient devices
03/02/25 18:00,HH_1050,15.71,20.8,72,Windy,1,12,3.34,Weekend Peak,0,1,0,Appliance Fault,Critical,18.62,Check faulty appliances
03/02/25 21:00,HH_1033,6.92,34.1,45,Sunny,0,5,1.97,Work From Home,1,1,0,Unexpected Spike,Critical,8.22,Inspect wiring and meter
04/02/25 0:00,HH_1002,13.54,25.5,80,Rainy,1,6,5.06,High Evening Usage,1,1,1,Continuous Overload,Critical,15.33,Check faulty appliances
04/02/25 3:00,HH_1142,3.77,20.6,71,Windy,1,4,5.36,High Evening Usage,1,0,0,Power Theft,Warning,4.31,Schedule heavy appliances during off-peak hours
04/02/25 6:00,HH_1104,11.05,36.5,43,Sunny,1,12,4.67,Weekend Peak,1,0,1,Appliance Fault,Critical,11.61,Inspect wiring and meter
04/02/25 9:00,HH_1102,15.64,26.7,30,Rainy,0,10,0.93,High Evening Usage,0,0,1,Unexpected Spike,Warning,15.1,Use energy-efficient devices
04/02/25 12:00,HH_1060,3.16,19.5,53,Rainy,0,10,5.46,Weekend Peak,1,1,1,Power Theft,Warning,3.77,Use energy-efficient devices
04/02/25 15:00,HH_1027,15.44,34.9,63,Cloudy,1,11,3.31,High Evening Usage,1,1,1,Power Theft,Critical,15.64,Inspect wiring and meter
04/02/25 18:00,HH_1133,10.05,27.7,82,Cloudy,1,11,0.14,High Evening Usage,1,0,0,Power Theft,Critical,9.68,Inspect wiring and meter
04/02/25 21:00,HH_1041,12.75,26.7,75,Sunny,1,7,4.35,Work From Home,1,1,0,Appliance Fault,Critical,11.56,Inspect wiring and meter
05/02/25 0:00,HH_1033,12.26,31.8,40,Rainy,0,11,0.97,High Evening Usage,1,0,1,Power Theft,Critical,14.52,Inspect wiring and meter
05/02/25 3:00,HH_1115,5.14,32.6,60,Stormy,1,11,0.94,Low Consumption,0,1,0,Unexpected Spike,Critical,5.55,Inspect wiring and meter
05/02/25 6:00,HH_1059,2.76,27.1,38,Sunny,1,4,3.67,High Evening Usage,1,0,0,Power Theft,Critical,3.03,Reduce peak hour usage
05/02/25 9:00,HH_1139,10.59,37.9,87,Stormy,1,2,4.22,Work From Home,0,1,1,Unexpected Spike,Warning,10.88,Use energy-efficient devices
05/02/25 12:00,HH_1123,6.89,36.4,88,Sunny,1,6,1.22,Normal,0,0,1,Appliance Fault,Critical,7.05,Inspect wiring and meter
05/02/25 15:00,HH_1040,6.55,28.2,67,Cloudy,1,11,2.26,Weekend Peak,1,0,1,Continuous Overload,Warning,6.62,Schedule heavy appliances during off-peak hours
05/02/25 18:00,HH_1124,7.84,24.1,49,Windy,1,4,5.14,Normal,0,1,0,Power Theft,Warning,8.25,Use energy-efficient devices
05/02/25 21:00,HH_1141,4.99,32.7,73,Sunny,0,3,4.96,Work From Home,1,0,0,Unexpected Spike,Warning,5.05,Schedule heavy appliances during off-peak hours
06/02/25 0:00,HH_1010,12.02,35.4,89,Stormy,1,11,0.44,High Evening Usage,1,1,0,Appliance Fault,Critical,11.52,Reduce peak hour usage
06/02/25 3:00,HH_1131,5.13,30.4,44,Windy,0,7,1.51,Normal,0,0,1,Continuous Overload,Critical,5.65,Check faulty appliances
06/02/25 6:00,HH_1052,16.75,30.4,77,Sunny,1,10,5.5,Weekend Peak,1,1,0,Appliance Fault,Critical,19.75,Reduce peak hour usage
06/02/25 9:00,HH_1002,4.15,24.3,56,Windy,0,10,1.84,Normal,1,1,1,Continuous Overload,Critical,4.69,Check faulty appliances
06/02/25 12:00,HH_1118,15.86,34.4,87,Windy,1,3,1.62,Work From Home,0,0,1,Continuous Overload,Critical,16.73,Inspect wiring and meter
06/02/25 15:00,HH_1068,12.94,24,35,Stormy,1,3,3.37,High Evening Usage,1,1,1,Appliance Fault,Critical,12.36,Reduce peak hour usage
06/02/25 18:00,HH_1049,13.9,30,42,Rainy,1,5,1.45,High Evening Usage,1,0,0,Power Theft,Warning,15.33,Schedule heavy appliances during off-peak hours
06/02/25 21:00,HH_1127,17.35,32.7,78,Windy,1,7,3.76,Work From Home,1,1,0,Unexpected Spike,Critical,16.77,Reduce peak hour usage
07/02/25 0:00,HH_1033,9.91,19.3,81,Stormy,0,10,2.15,High Evening Usage,1,0,1,Unexpected Spike,Warning,8.95,Optimize AC temperature settings
07/02/25 3:00,HH_1098,12,31.9,50,Cloudy,1,4,3.34,High Evening Usage,1,1,1,Unexpected Spike,Warning,12.6,Optimize AC temperature settings
07/02/25 6:00,HH_1108,15.74,34.8,53,Cloudy,1,9,1.16,High Evening Usage,0,0,1,Appliance Fault,Critical,18.21,Inspect wiring and meter
07/02/25 9:00,HH_1038,9.83,37.2,77,Rainy,0,4,2.59,High Evening Usage,1,1,1,Unexpected Spike,Warning,10.02,Schedule heavy appliances during off-peak hours
